<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.02.05	01:40:00	75271	75335	75206	75319	2338	0	55
2026.02.05	01:45:00	75224	75364	75113	75336	2474	0	10
2026.02.05	01:50:00	75239	75348	75141	75269	1776	0	55
2026.02.05	01:55:00	75176	75327	75060	75190	2729	0	13
2026.02.05	02:00:00	75187	75252	75058	75243	3207	0	36
2026.02.05	02:05:00	75226	75275	74936	75079	1967	0	38
2026.02.05	02:10:00	75081	75226	74947	74978	3170	0	32
2026.02.05	02:15:00	74971	75266	74948	75243	2351	0	31
2026.02.05	02:20:00	75241	75259	75039	75159	2236	0	29
2026.02.05	02:25:00	75148	75296	75105	75205	1927	0	15
2026.02.05	02:30:00	75207	75236	75024	75127	1358	0	22
2026.02.05	02:35:00	75127	75254	75075	75218	1032	0	24
2026.02.05	02:40:00	75206	75247	75092	75221	956	0	13
2026.02.05	02:45:00	75209	75244	75056	75176	1060	0	24
2026.02.05	02:50:00	75167	75226	75068	75140	1744	0	22
2026.02.05	02:55:00	75147	75184	75001	75034	2147	0	22
2026.02.05	03:00:00	75037	75115	74791	74966	5163	0	21
2026.02.05	03:05:00	74968	75023	74797	74916	4459	0	19
2026.02.05	03:10:00	74918	74954	74440	74458	4880	0	21
2026.02.05	03:15:00	74463	74579	74131	74140	5833	0	21
2026.02.05	03:20:00	74135	74391	74077	74158	5069	0	21
2026.02.05	03:25:00	74158	74337	73987	74237	5063	0	21
2026.02.05	03:30:00	74235	74532	74228	74523	4555	0	21
2026.02.05	03:35:00	74521	74723	74517	74632	5021	0	22
2026.02.05	03:40:00	74635	74700	74431	74645	5299	0	21
2026.02.05	03:45:00	74635	74678	74474	74654	4111	0	21
2026.02.05	03:50:00	74654	74801	74606	74708	3093	0	21
2026.02.05	03:55:00	74696	74732	74369	74388	4018	0	21
2026.02.05	04:00:00	74393	74450	74240	74278	5640	0	12
2026.02.05	04:05:00	74280	74312	74025	74109	4982	0	21
2026.02.05	04:10:00	74111	74238	73617	73825	5934	0	21
2026.02.05	04:15:00	73816	73943	73512	73753	6317	0	21
2026.02.05	04:20:00	73755	74123	73666	74095	4882	0	21
2026.02.05	04:25:00	74095	74227	73900	74149	4181	0	14
2026.02.05	04:30:00	74142	74195	73692	73906	5986	0	17
2026.02.05	04:35:00	73906	74083	73694	73818	4777	0	17
2026.02.05	04:40:00	73817	73836	73523	73578	5641	0	21
2026.02.05	04:45:00	73578	73727	72686	73019	6397	0	21
2026.02.05	04:50:00	73005	73045	72340	72919	6540	0	21
2026.02.05	04:55:00	72924	73077	72359	72444	5589	0	21
2026.02.05	05:00:00	72449	72921	72100	72804	6085	0	21
2026.02.05	05:05:00	72806	72979	72598	72884	5460	0	21
2026.02.05	05:10:00	72870	73080	72822	72927	5165	0	21
2026.02.05	05:15:00	72929	73139	72638	73103	4802	0	16
2026.02.05	05:20:00	73106	73492	73005	73251	5274	0	21
2026.02.05	05:25:00	73247	73431	73067	73083	5306	0	21
2026.02.05	05:30:00	73094	73303	72913	73135	4535	0	14
2026.02.05	05:35:00	73133	73203	72821	73140	4486	0	21
2026.02.05	05:40:00	73144	73410	73017	73226	4127	0	19
2026.02.05	05:45:00	73237	73389	73126	73270	2965	0	21
2026.02.05	05:50:00	73259	73479	73033	73360	3517	0	19
2026.02.05	05:55:00	73358	73539	73309	73461	3332	0	21
2026.02.05	06:00:00	73456	73529	73238	73277	3270	0	21
2026.02.05	06:05:00	73276	73434	73231	73284	3693	0	21
2026.02.05	06:10:00	73279	73385	73187	73364	2770	0	21
2026.02.05	06:15:00	73368	73502	73270	73435	2001	0	21
2026.02.05	06:20:00	73421	73599	73408	73470	2815	0	21
2026.02.05	06:25:00	73468	73537	73358	73516	2951	0	17
2026.02.05	06:30:00	73518	73534	73373	73491	2837	0	14
2026.02.05	06:35:00	73488	73529	73272	73291	2766	0	21
2026.02.05	06:40:00	73282	73526	73264	73520	2920	0	12
2026.02.05	06:45:00	73524	73565	73391	73463	2581	0	14
2026.02.05	06:50:00	73467	73576	73419	73468	2897	0	14
2026.02.05	06:55:00	73469	73502	73223	73261	2700	0	21
2026.02.05	07:00:00	73268	73454	73225	73397	3029	0	17
2026.02.05	07:05:00	73397	73430	73108	73268	3249	0	17
2026.02.05	07:10:00	73268	73341	73088	73152	2635	0	21
2026.02.05	07:15:00	73152	73254	73093	73152	2483	0	21
2026.02.05	07:20:00	73155	73240	72857	73121	2898	0	14
2026.02.05	07:25:00	73116	73361	73114	73333	2122	0	16
2026.02.05	07:30:00	73335	73355	72718	72963	5360	0	14
2026.02.05	07:35:00	72961	73213	72834	73109	4615	0	21
2026.02.05	07:40:00	73005	73568	72974	73539	4544	0	14
2026.02.05	07:45:00	73523	73843	73424	73653	4578	0	19
2026.02.05	07:50:00	73653	73835	73589	73817	3671	0	21
2026.02.05	07:55:00	73819	73851	73501	73698	4079	0	14
2026.02.05	08:00:00	73701	73712	73378	73616	3779	0	21
2026.02.05	08:05:00	73611	73998	73598	73926	3273	0	14
2026.02.05	08:10:00	73907	74056	73849	73892	3819	0	20
2026.02.05	08:15:00	73915	74083	73769	73928	3737	0	22
2026.02.05	08:20:00	73931	74064	73880	73953	3169	0	21
2026.02.05	08:25:00	73955	74173	73883	74155	3082	0	10
2026.02.05	08:30:00	74152	74162	73989	74078	2269	0	21
2026.02.05	08:35:00	74081	74097	73837	74049	2238	0	19
2026.02.05	08:40:00	74028	74128	73901	74108	2379	0	21
2026.02.05	08:45:00	74109	74179	73834	74017	3004	0	15
2026.02.05	08:50:00	74019	74061	73763	73820	2556	0	17
2026.02.05	08:55:00	73820	73985	73677	73960	2766	0	10
2026.02.05	09:00:00	73957	74021	73840	73954	2554	0	21
2026.02.05	09:05:00	73961	74029	73901	73980	2697	0	22
2026.02.05	09:10:00	73978	74067	73913	73950	4085	0	21
2026.02.05	09:15:00	73947	74028	73865	73922	3527	0	21
2026.02.05	09:20:00	73922	74002	73766	73978	2728	0	21
2026.02.05	09:25:00	73978	74187	73953	74075	2971	0	22
2026.02.05	09:30:00	74080	74115	73811	73862	2289	0	21
2026.02.05	09:35:00	73862	73893	73662	73720	2596	0	21
2026.02.05	09:40:00	73718	73769	73478	73750	3024	0	12
2026.02.05	09:45:00	73748	73813	73659	73688	3226	0	21
2026.02.05	09:50:00	73689	73888	73689	73857	2632	0	21
2026.02.05	09:55:00	73854	73922	73799	73854	2642	0	19
2026.02.05	10:00:00	73850	74044	73830	73912	3239	0	21
2026.02.05	10:05:00	73910	73964	73776	73918	2410	0	13
2026.02.05	10:10:00	73905	74220	73905	74173	2959	0	12
2026.02.05	10:15:00	74175	74217	73980	74031	2345	0	19
2026.02.05	10:20:00	74031	74173	74025	74073	2959	0	21
2026.02.05	10:25:00	74078	74097	73873	73917	3675	0	21
2026.02.05	10:30:00	73919	74030	73847	73984	3413	0	19
2026.02.05	10:35:00	73980	74013	73870	73932	3148	0	21
2026.02.05	10:40:00	73934	73980	73868	73915	3284	0	21
2026.02.05	10:45:00	73911	73948	73740	73755	2664	0	21
2026.02.05	10:50:00	73750	73864	73618	73679	2752	0	20
2026.02.05	10:55:00	73682	73867	73637	73778	2393	0	21
2026.02.05	11:00:00	73780	73822	73346	73396	4039	0	21
2026.02.05	11:05:00	73394	73478	73244	73337	4532	0	12
2026.02.05	11:10:00	73332	73400	73124	73140	3357	0	21
2026.02.05	11:15:00	73138	73295	73108	73157	3014	0	21
2026.02.05	11:20:00	73159	73397	73009	73315	3336	0	21
2026.02.05	11:25:00	73317	73468	73218	73288	2903	0	21
2026.02.05	11:30:00	73288	73460	73268	73403	2855	0	21
2026.02.05	11:35:00	73401	73506	73308	73441	2896	0	21
2026.02.05	11:40:00	73441	73543	73226	73503	3198	0	19
2026.02.05	11:45:00	73504	73554	73361	73369	2848	0	21
2026.02.05	11:50:00	73371	73401	73102	73220	3859	0	21
2026.02.05	11:55:00	73229	73237	72916	73026	4464	0	21
2026.02.05	12:00:00	73024	73207	72995	73076	3787	0	21
2026.02.05	12:05:00	73062	73103	72929	73055	3992	0	19
2026.02.05	12:10:00	73044	73260	73000	73245	3075	0	10
2026.02.05	12:15:00	73245	73299	73055	73072	3800	0	21
2026.02.05	12:20:00	73068	73113	72926	73044	2877	0	21
2026.02.05	12:25:00	73044	73093	72813	72996	3156	0	21
2026.02.05	12:30:00	72999	73043	72848	73036	3161	0	21
2026.02.05	12:35:00	73036	73183	72989	73072	2678	0	21
2026.02.05	12:40:00	73035	73263	73035	73196	2244	0	17
2026.02.05	12:45:00	73183	73336	73128	73283	2359	0	21
2026.02.05	12:50:00	73283	73296	73102	73173	2269	0	21
2026.02.05	12:55:00	73171	73219	73083	73191	2153	0	21
2026.02.05	13:00:00	73191	73322	73171	73189	2560	0	21
2026.02.05	13:05:00	73187	73295	73179	73272	1973	0	21
2026.02.05	13:10:00	73270	73341	73189	73290	2337	0	11
2026.02.05	13:15:00	73293	73341	73122	73240	2037	0	21
2026.02.05	13:20:00	73194	73423	73193	73324	2047	0	21
2026.02.05	13:25:00	73323	73368	73260	73339	1924	0	21
2026.02.05	13:30:00	73339	73368	73195	73273	2179	0	21
2026.02.05	13:35:00	73271	73286	73063	73103	2461	0	10
2026.02.05	13:40:00	73106	73185	72943	73080	2143	0	21
2026.02.05	13:45:00	73080	73274	73026	73041	2346	0	21
2026.02.05	13:50:00	73041	73065	72935	72991	1799	0	21
2026.02.05	13:55:00	72984	73083	72926	73004	1441	0	10
2026.02.05	14:00:00	73004	73165	72799	72940	2788	0	21
2026.02.05	14:05:00	72942	72975	72757	72819	3026	0	21
2026.02.05	14:10:00	72817	72840	72574	72676	3508	0	21
2026.02.05	14:15:00	72678	72775	72443	72452	2720	0	21
2026.02.05	14:20:00	72452	72612	72401	72496	2808	0	21
2026.02.05	14:25:00	72498	72802	72286	72783	3320	0	21
2026.02.05	14:30:00	72785	72959	72631	72949	2922	0	21
2026.02.05	14:35:00	72952	73141	72771	72995	3009	0	21
2026.02.05	14:40:00	72977	73051	72736	72813	3236	0	21
2026.02.05	14:45:00	72811	73070	72752	73004	3200	0	21
2026.02.05	14:50:00	73006	73044	72852	72946	2547	0	21
2026.02.05	14:55:00	72941	72970	72622	72865	2804	0	21
2026.02.05	15:00:00	72867	72900	72321	72458	4006	0	21
2026.02.05	15:05:00	72456	72555	72169	72489	4339	0	21
2026.02.05	15:10:00	72489	72717	72396	72491	3578	0	21
2026.02.05	15:15:00	72502	72809	72450	72653	3749	0	24
2026.02.05	15:20:00	72649	72978	72615	72930	4482	0	21
2026.02.05	15:25:00	72931	73080	72779	72816	3411	0	21
2026.02.05	15:30:00	72669	73075	72541	72974	3607	0	33
2026.02.05	15:35:00	72974	73004	72611	72682	4141	0	24
2026.02.05	15:40:00	72682	72792	72365	72487	4089	0	19
2026.02.05	15:45:00	72496	72661	72401	72539	4168	0	21
2026.02.05	15:50:00	72539	72757	72491	72669	3780	0	21
2026.02.05	15:55:00	72671	72773	72482	72620	3769	0	21
2026.02.05	16:00:00	72617	72646	72331	72489	4482	0	21
2026.02.05	16:05:00	72487	72828	72433	72650	3925	0	21
2026.02.05	16:10:00	72652	72744	72253	72323	4390	0	21
2026.02.05	16:15:00	72328	72478	72256	72387	4983	0	21
2026.02.05	16:20:00	72387	72570	72288	72518	4574	0	21
2026.02.05	16:25:00	72521	72667	72512	72627	3947	0	21
2026.02.05	16:30:00	72625	72643	72215	72461	7019	0	21
2026.02.05	16:35:00	72464	72897	72287	72827	6347	0	21
2026.02.05	16:40:00	72822	73041	72785	72957	6037	0	21
2026.02.05	16:45:00	72964	73075	72696	72853	6111	0	21
2026.02.05	16:50:00	72855	73114	72797	72917	5790	0	21
2026.02.05	16:55:00	72919	72993	72604	72625	5104	0	21
2026.02.05	17:00:00	72668	73055	72453	72557	5187	0	22
2026.02.05	17:05:00	72557	72969	72443	72840	5476	0	21
2026.02.05	17:10:00	72838	72947	72508	72552	4917	0	21
2026.02.05	17:15:00	72554	72795	72470	72767	5676	0	21
2026.02.05	17:20:00	72769	72783	72492	72598	5739	0	21
2026.02.05	17:25:00	72601	72754	72388	72494	5419	0	21
2026.02.05	17:30:00	72492	72578	72358	72431	5209	0	21
2026.02.05	17:35:00	72424	72746	72399	72669	4662	0	21
2026.02.05	17:40:00	72667	72717	72326	72366	6152	0	21
2026.02.05	17:45:00	72373	72445	72185	72387	5501	0	21
2026.02.05	17:50:00	72390	72555	72304	72365	5352	0	21
2026.02.05	17:55:00	72363	72522	72293	72435	5143	0	21
2026.02.05	18:00:00	72432	72611	72339	72449	6201	0	21
2026.02.05	18:05:00	72447	72692	72366	72526	5608	0	21
2026.02.05	18:10:00	72524	72756	72454	72471	4994	0	21
2026.02.05	18:15:00	72474	72702	72408	72688	4446	0	21
2026.02.05	18:20:00	72690	72905	72657	72856	4766	0	21
2026.02.05	18:25:00	72853	72954	72758	72844	4913	0	21
2026.02.05	18:30:00	72846	72936	72759	72840	5059	0	21
2026.02.05	18:35:00	72844	73031	72737	72945	3944	0	21
2026.02.05	18:40:00	72945	73228	72883	73192	4380	0	21
2026.02.05	18:45:00	73202	73349	73007	73283	4694	0	21
2026.02.05	18:50:00	73282	73601	73262	73546	6081	0	22
2026.02.05	18:55:00	73543	73583	73296	73362	4622	0	21
2026.02.05	19:00:00	73362	73400	73082	73124	4066	0	21
2026.02.05	19:05:00	73122	73292	73078	73250	4669	0	21
2026.02.05	19:10:00	73252	73302	73040	73165	3605	0	21
2026.02.05	19:15:00	73170	73245	73072	73125	3600	0	21
2026.02.05	19:20:00	73127	73244	72920	73131	4930	0	21
2026.02.05	19:25:00	73133	73152	72990	73044	5040	0	21
2026.02.05	19:30:00	73041	73096	72932	73023	4389	0	21
2026.02.05	19:35:00	73020	73115	72950	72989	4110	0	21
2026.02.05	19:40:00	72989	73186	72918	73081	4539	0	21
2026.02.05	19:45:00	73081	73303	73059	73145	3995	0	21
2026.02.05	19:50:00	73147	73285	73132	73250	3642	0	21
2026.02.05	19:55:00	73259	73259	72982	73116	3853	0	21
2026.02.05	20:00:00	73116	73195	73022	73163	3794	0	21
2026.02.05	20:05:00	73163	73209	73003	73068	3605	0	21
2026.02.05	20:10:00	73075	73119	72929	73019	3611	0	21
2026.02.05	20:15:00	73006	73105	72866	72962	3748	0	21
2026.02.05	20:20:00	72960	73200	72872	73059	4684	0	21
2026.02.05	20:25:00	73061	73227	73051	73148	4658	0	21
2026.02.05	20:30:00	73145	73170	72968	73114	3086	0	21
2026.02.05	20:35:00	73114	73148	72972	72989	2493	0	21
2026.02.05	20:40:00	72996	73191	72916	73144	2989	0	21
2026.02.05	20:45:00	73140	73188	73022	73046	2232	0	21
2026.02.05	20:50:00	73035	73161	72974	73003	2154	0	21
2026.02.05	20:55:00	73004	73006	72886	72985	2827	0	21
2026.02.05	21:00:00	72982	73039	72887	72926	3137	0	21
2026.02.05	21:05:00	72922	73084	72738	72995	2983	0	21
2026.02.05	21:10:00	72998	73044	72847	72877	2418	0	21
2026.02.05	21:15:00	72877	72920	72801	72899	2826	0	21
2026.02.05	21:20:00	72897	72922	72810	72879	2531	0	21
2026.02.05	21:25:00	72881	73005	72750	72869	2490	0	21
2026.02.05	21:30:00	72872	72919	72568	72673	4003	0	21
2026.02.05	21:35:00	72672	72757	72594	72627	3080	0	21
2026.02.05	21:40:00	72625	72753	72549	72682	3357	0	21
2026.02.05	21:45:00	72677	72762	72663	72736	1920	0	21
2026.02.05	21:50:00	72738	72755	72480	72567	3344	0	21
2026.02.05	21:55:00	72565	72644	72537	72571	3135	0	21
2026.02.05	22:00:00	72569	72651	72332	72461	3623	0	21
2026.02.05	22:05:00	72463	72691	72386	72643	2954	0	21
2026.02.05	22:10:00	72638	72770	72531	72611	2507	0	21
2026.02.05	22:15:00	72611	72659	72436	72456	2500	0	21
2026.02.05	22:20:00	72454	72483	72268	72401	3464	0	21
2026.02.05	22:25:00	72401	72511	72337	72466	2935	0	21
2026.02.05	22:30:00	72464	72565	72325	72418	2826	0	21
2026.02.05	22:35:00	72416	72431	72212	72255	2928	0	21
2026.02.05	22:40:00	72244	72340	72094	72296	3413	0	21
2026.02.05	22:45:00	72291	72358	72166	72185	3547	0	21
2026.02.05	22:50:00	72183	72233	72074	72135	3286	0	21
2026.02.05	22:55:00	72137	72378	71918	72348	4788	0	21
2026.02.05	23:00:00	72346	72544	72198	72497	1802	0	25
2026.02.05	23:05:00	72487	72511	72280	72294	1457	0	21
2026.02.05	23:10:00	72292	72336	72210	72307	1241	0	21
2026.02.05	23:15:00	72269	72359	72088	72178	1573	0	26
2026.02.05	23:20:00	72178	72291	72069	72179	1604	0	23
2026.02.05	23:25:00	72163	72278	72007	72194	1444	0	24
2026.02.05	23:30:00	72151	72228	71596	71696	1756	0	25
2026.02.05	23:35:00	71694	72002	71566	71648	2342	0	21
2026.02.05	23:40:00	71675	71862	71488	71674	1637	0	25
2026.02.05	23:45:00	71643	71772	71526	71719	1797	0	63
2026.02.05	23:50:00	71674	71831	71492	71748	1669	0	113
2026.02.05	23:55:00	71760	71876	71698	71738	880	0	117
2026.02.06	00:00:00	71792	71792	71792	71792	5	0	131
2026.02.06	00:05:00	71790	71806	71693	71785	21	0	78
2026.02.06	00:10:00	71788	71851	71693	71693	78	0	49
2026.02.06	00:15:00	71738	71826	71693	71783	61	0	76
2026.02.06	00:20:00	71783	71828	71715	71761	40	0	79
2026.02.06	00:25:00	71783	71828	71761	71822	34	0	76
2026.02.06	00:30:00	71806	71831	71761	71804	48	0	76
2026.02.06	00:35:00	71783	71837	71761	71783	32	0	79
2026.02.06	00:40:00	71806	71851	71715	71828	31	0	77
2026.02.06	00:45:00	71804	71851	71804	71804	12	0	117
2026.02.06	00:50:00	71804	71851	71715	71715	38	0	76
2026.02.06	00:55:00	71761	71874	71715	71781	133	0	76
2026.02.06	01:00:00	71761	72053	71475	71815	1144	0	81
2026.02.06	01:05:00	71704	71894	71568	71892	1641	0	72
2026.02.06	01:10:00	71876	71974	71665	71790	2854	0	12
2026.02.06	01:15:00	71790	71870	71569	71705	3799	0	10
2026.02.06	01:20:00	71588	71758	71571	71604	2324	0	10
2026.02.06	01:25:00	71590	71681	71400	71546	3460	0	25
2026.02.06	01:30:00	71555	71627	71366	71548	2990	0	10
2026.02.06	01:35:00	71549	71566	71251	71348	3005	0	14
2026.02.06	01:40:00	71347	71589	71335	71385	3837	0	21
2026.02.06	01:45:00	71385	71414	70931	70985	3843	0	9
2026.02.06	01:50:00	70987	71108	70844	70955	4194	0	20
2026.02.06	01:55:00	70950	71103	70796	70804	3590	0	20
2026.02.06	02:00:00	70802	70862	70564	70585	4085	0	14
2026.02.06	02:05:00	70583	70808	70552	70620	4316	0	10
2026.02.06	02:10:00	70609	70876	70490	70530	4594	0	20
2026.02.06	02:15:00	70532	70566	70143	70412	5571	0	20
2026.02.06	02:20:00	70407	70905	70376	70873	6081	0	20
2026.02.06	02:25:00	70863	71260	70752	71159	5859	0	9
2026.02.06	02:30:00	71156	71321	70935	71303	5315	0	21
2026.02.06	02:35:00	71304	71603	71234	71383	4788	0	20
2026.02.06	02:40:00	71381	71684	71370	71642	5735	0	21
2026.02.06	02:45:00	71646	71669	71383	71621	5650	0	21
2026.02.06	02:50:00	71612	71684	71342	71391	5508	0	20
2026.02.06	02:55:00	71393	71702	71366	71678	4925	0	12
2026.02.06	03:00:00	71676	71691	70654	71441	7381	0	21
2026.02.06	03:05:00	71441	71626	71187	71313	6415	0	20
2026.02.06	03:10:00	71309	71547	71257	71423	6229	0	20
2026.02.06	03:15:00	71427	71663	70896	71035	6305	0	20
2026.02.06	03:20:00	71031	71194	70835	71010	5842	0	20
2026.02.06	03:25:00	71012	71222	70910	70946	4992	0	20
2026.02.06	03:30:00	70948	71417	70840	71315	4990	0	14
2026.02.06	03:35:00	71318	71390	71157	71181	4731	0	20
2026.02.06	03:40:00	71182	71370	71096	71278	4758	0	21
2026.02.06	03:45:00	71274	71448	71187	71382	4888	0	20
2026.02.06	03:50:00	71380	71597	71335	71583	3763	0	21
2026.02.06	03:55:00	71580	71853	71547	71678	4731	0	21
2026.02.06	04:00:00	71676	71783	71507	71649	5296	0	21
2026.02.06	04:05:00	71647	71937	71620	71878	4622	0	20
2026.02.06	04:10:00	71878	71986	71782	71850	5081	0	17
2026.02.06	04:15:00	71852	71983	71779	71983	4660	0	21
2026.02.06	04:20:00	71991	72001	71830	71925	4039	0	21
2026.02.06	04:25:00	71908	72215	71822	72189	3428	0	16
2026.02.06	04:30:00	72192	72459	72026	72407	6318	0	21
2026.02.06	04:35:00	72403	72550	72197	72449	5105	0	21
2026.02.06	04:40:00	72446	72580	72172	72290	5099	0	10
2026.02.06	04:45:00	72293	72408	72247	72339	4209	0	21
2026.02.06	04:50:00	72332	72349	72082	72206	4561	0	21
2026.02.06	04:55:00	72202	72395	72194	72233	3730	0	21
2026.02.06	05:00:00	72235	72447	72105	72412	4454	0	18
2026.02.06	05:05:00	72407	72528	72259	72366	3695	0	15
2026.02.06	05:10:00	72371	72387	72190	72212	3790	0	21
2026.02.06	05:15:00	72210	72394	72185	72344	3077	0	21
2026.02.06	05:20:00	72346	72360	72022	72044	4095	0	17
2026.02.06	05:25:00	72049	72254	72032	72189	4263	0	21
2026.02.06	05:30:00	72189	72423	72107	72281	3549	0	16
2026.02.06	05:35:00	72281	72356	72108	72208	2702	0	15
2026.02.06	05:40:00	72211	72212	72010	72061	2702	0	21
2026.02.06	05:45:00	72047	72255	72044	72237	2633	0	21
2026.02.06	05:50:00	72239	72326	72211	72280	2471	0	17
2026.02.06	05:55:00	72277	72329	72230	72289	2306	0	19
2026.02.06	06:00:00	72284	72392	72155	72291	2961	0	14
2026.02.06	06:05:00	72294	72348	72188	72259	1883	0	16
2026.02.06	06:10:00	72253	72339	72162	72230	2096	0	17
2026.02.06	06:15:00	72219	72366	72136	72241	1951	0	14
2026.02.06	06:20:00	72243	72263	72048	72175	2236	0	17
2026.02.06	06:25:00	72180	72419	72169	72345	1830	0	16
2026.02.06	06:30:00	72309	72423	72216	72302	2099	0	17
2026.02.06	06:35:00	72291	72326	72144	72315	2120	0	14
2026.02.06	06:40:00	72315	72321	72121	72260	1713	0	14
2026.02.06	06:45:00	72249	72334	72167	72244	1791	0	15
2026.02.06	06:50:00	72247	72368	72019	72130	1356	0	14
2026.02.06	06:55:00	72121	72292	72013	72202	1569	0	12
2026.02.06	07:00:00	72200	72369	72108	72273	2205	0	21
2026.02.06	07:05:00	72262	72392	72172	72349	1654	0	14
2026.02.06	07:10:00	72346	72391	72286	72350	1706	0	12
2026.02.06	07:15:00	72348	72457	72275	72447	1977	0	9
2026.02.06	07:20:00	72447	72509	72328	72503	1885	0	17
2026.02.06	07:25:00	72455	72741	72452	72738	2593	0	10
2026.02.06	07:30:00	72741	72785	72515	72763	4191	0	19
2026.02.06	07:35:00	72768	72877	72609	72820	4043	0	16
2026.02.06	07:40:00	72823	73018	72798	72929	4144	0	21
2026.02.06	07:45:00	72931	73135	72808	73019	3377	0	12
2026.02.06	07:50:00	73017	73241	72896	73207	3516	0	16
2026.02.06	07:55:00	73204	73397	73122	73355	4122	0	14
2026.02.06	08:00:00	73358	73439	73123	73203	3834	0	21
2026.02.06	08:05:00	73203	73276	72965	73048	4128	0	17
2026.02.06	08:10:00	73043	73151	72916	72940	3652	0	21
2026.02.06	08:15:00	72935	73010	72836	72869	3679	0	21
2026.02.06	08:20:00	72869	72969	72731	72756	4023	0	19
2026.02.06	08:25:00	72742	72887	72643	72753	3115	0	12
2026.02.06	08:30:00	72764	72935	72605	72670	2292	0	21
2026.02.06	08:35:00	72665	72678	72484	72575	2998	0	19
2026.02.06	08:40:00	72541	72681	72406	72641	2791	0	21
2026.02.06	08:45:00	72637	72785	72547	72758	2376	0	10
2026.02.06	08:50:00	72771	72802	72550	72656	2686	0	19
2026.02.06	08:55:00	72650	72659	72337	72633	3099	0	19
2026.02.06	09:00:00	72636	72766	72507	72555	2637	0	21
2026.02.06	09:05:00	72564	72669	72483	72632	1797	0	19
2026.02.06	09:10:00	72628	72768	72577	72703	2634	0	19
2026.02.06	09:15:00	72705	72746	72489	72619	1999	0	12
2026.02.06	09:20:00	72608	72703	72516	72674	2260	0	19
2026.02.06	09:25:00	72668	72826	72654	72747	2539	0	21
2026.02.06	09:30:00	72738	72766	72582	72669	2078	0	14
2026.02.06	09:35:00	72672	72748	72555	72713	1635	0	12
2026.02.06	09:40:00	72697	72799	72624	72747	1502	0	12
2026.02.06	09:45:00	72694	72751	72584	72683	1679	0	12
2026.02.06	09:50:00	72685	72710	72541	72616	1514	0	21
2026.02.06	09:55:00	72616	72700	72496	72532	1820	0	15
2026.02.06	10:00:00	72539	72607	72269	72472	3805	0	12
2026.02.06	10:05:00	72474	72560	72397	72464	2735	0	21
2026.02.06	10:10:00	72510	72667	72463	72632	1916	0	21
2026.02.06	10:15:00	72635	72778	72592	72705	2028	0	21
2026.02.06	10:20:00	72696	72886	72684	72867	1938	0	15
2026.02.06	10:25:00	72864	73000	72846	72900	2663	0	21
2026.02.06	10:30:00	72898	73087	72861	73066	2312	0	14
2026.02.06	10:35:00	73066	73101	72667	72813	2282	0	19
2026.02.06	10:40:00	72811	72841	72633	72799	2030	0	10
2026.02.06	10:45:00	72799	72799	72588	72793	1907	0	17
2026.02.06	10:50:00	72742	72870	72676	72805	1869	0	19
2026.02.06	10:55:00	72807	72833	72676	72818	1720	0	19
2026.02.06	11:00:00	72816	72897	72551	72678	2318	0	19
2026.02.06	11:05:00	72678	72742	72491	72629	1835	0	19
2026.02.06	11:10:00	72594	72713	72498	72518	1781	0	17
2026.02.06	11:15:00	72515	72711	72468	72640	1756	0	21
2026.02.06	11:20:00	72602	72929	72602	72803	2115	0	19
2026.02.06	11:25:00	72790	72882	72664	72851	1317	0	19
2026.02.06	11:30:00	72852	72900	72719	72827	1318	0	10
2026.02.06	11:35:00	72875	72980	72772	72820	2186	0	21
2026.02.06	11:40:00	72818	72824	72691	72700	2022	0	21
2026.02.06	11:45:00	72697	72876	72666	72872	1997	0	21
2026.02.06	11:50:00	72865	72893	72694	72753	2615	0	13
2026.02.06	11:55:00	72751	72874	72603	72821	2189	0	10
2026.02.06	12:00:00	72724	72946	72713	72884	2339	0	12
2026.02.06	12:05:00	72887	72952	72759	72949	1841	0	12
2026.02.06	12:10:00	72938	72962	72795	72895	1694	0	19
2026.02.06	12:15:00	72882	72960	72765	72817	1979	0	21
2026.02.06	12:20:00	72805	72826	72642	72739	2760	0	10
2026.02.06	12:25:00	72732	72765	72561	72690	1987	0	19
2026.02.06	12:30:00	72693	72884	72646	72864	1964	0	21
2026.02.06	12:35:00	72772	72938	72772	72938	1767	0	10
2026.02.06	12:40:00	72890	73016	72842	72975	1816	0	19
2026.02.06	12:45:00	72977	73005	72836	72889	1763	0	21
2026.02.06	12:50:00	72900	73057	72893	72991	1807	0	21
2026.02.06	12:55:00	72931	73018	72831	73011	1512	0	10
2026.02.06	13:00:00	73009	73161	72919	72940	1969	0	13
2026.02.06	13:05:00	72940	72972	72809	72936	2079	0	14
2026.02.06	13:10:00	72934	73065	72914	73052	1483	0	21
2026.02.06	13:15:00	73054	73107	72888	73030	1927	0	21
2026.02.06	13:20:00	73034	73177	72983	73122	2031	0	12
2026.02.06	13:25:00	73128	73188	72962	73149	1966	0	12
2026.02.06	13:30:00	73149	73183	72989	73029	2066	0	10
2026.02.06	13:35:00	73032	73147	72911	73104	1696	0	21
2026.02.06	13:40:00	73101	73177	72955	73079	1897	0	19
2026.02.06	13:45:00	73080	73119	72959	73048	2136	0	10
2026.02.06	13:50:00	72994	73138	72971	73083	2018	0	21
